Date,White,Black,Result,Elo White,Elo Black,Time Control,Game URL
2024-03-23 09:31:37,syamccc,riya123498,win,512,521,600,https://www.chess.com/game/live/104831983932
2024-03-23 09:35:30,riya123498,Vadim0112009,win,521,882,600,https://www.chess.com/game/live/104925590519
2024-03-23 09:41:29,EuphoricAuckland,riya123498,win,525,529,600,https://www.chess.com/game/live/104832070644
2024-03-23 11:56:02,riya123498,Boladomi,resigned,521,535,600,https://www.chess.com/game/live/104832770986
2024-03-23 12:11:30,riya123498,PATELSHOAEB,win,529,511,600,https://www.chess.com/game/live/104832838384
2024-03-23 12:18:24,berentbrokkenpap,riya123498,win,526,537,600,https://www.chess.com/game/live/104832931152
2024-03-23 12:26:47,Rzymol,riya123498,win,497,545,600,https://www.chess.com/game/live/104832974758
2024-03-23 12:37:19,riya123498,yusef7779,win,553,526,600,https://www.chess.com/game/live/104833030694
2024-03-24 11:47:40,XenialScout,riya123498,win,536,561,600,https://www.chess.com/game/live/104840903742
2024-03-24 11:53:05,riya123498,XenialScout,checkmated,552,563,600,https://www.chess.com/game/live/104840915404
2024-03-24 12:14:50,riya123498,V_BLAD,win,560,552,600,https://www.chess.com/game/live/104840963916
2024-03-24 12:19:56,FroggyDon,riya123498,win,531,568,600,https://www.chess.com/game/live/104841081196
2024-03-24 12:36:39,riya123498,FroggyDon,resigned,559,540,600,https://www.chess.com/game/live/104841111256
2024-03-24 12:57:29,riya123498,luuhuy111,win,567,532,600,https://www.chess.com/game/live/104841283938
2024-03-26 09:34:21,riya123498,Oleg1023,win,575,575,600,https://www.chess.com/game/live/104856867700
2024-03-26 09:44:29,Solarium19,riya123498,resigned,582,567,600,https://www.chess.com/game/live/104856894286
2024-03-26 10:00:46,riya123498,wusa_90,win,575,542,600,https://www.chess.com/game/live/104856948222
2024-03-26 15:52:20,angribir13,riya123498,win,577,583,600,https://www.chess.com/game/live/104859399148
2024-03-27 13:49:06,riya123498,ValerioCerrito,win,591,564,600,https://www.chess.com/game/live/104867066962
2024-03-27 14:01:50,KamalKant321,riya123498,win,583,599,600,https://www.chess.com/game/live/104867133922
2024-03-27 15:16:49,riya123498,Nabiho,win,607,603,600,https://www.chess.com/game/live/104867659612
2024-03-27 18:03:39,ZuzannaFlores,riya123498,win,622,616,600,https://www.chess.com/game/live/104868991804
2024-03-29 18:23:43,riya123498,Bhoge_Aman,win,624,610,600,https://www.chess.com/game/live/104886258298
2024-04-03 16:28:55,M1o5,riya123498,checkmated,636,616,600,https://www.chess.com/game/live/104925051788
2024-04-03 17:17:05,lepin11,riya123498,win,628,624,600,https://www.chess.com/game/live/105903033935
2024-04-03 17:26:36,riya123498,Cosmagramma,agreed,624,641,600,https://www.chess.com/game/live/104925531802
2024-04-04 14:16:07,riya123498,jasuvn,win,632,597,600,https://www.chess.com/game/live/104932433240
2024-04-04 14:27:43,user_101234343935,riya123498,resigned,655,624,600,https://www.chess.com/game/live/104932482104
2024-04-05 14:36:38,brjavang,riya123498,resigned,649,616,600,https://www.chess.com/game/live/104940723698
2024-04-05 14:45:31,riya123498,MENFOU10,win,624,604,600,https://www.chess.com/game/live/104940830236
2024-04-05 15:30:18,MoKnight3,riya123498,resigned,613,616,600,https://www.chess.com/game/live/104941187664
2024-04-05 15:37:28,Xpierre0,riya123498,resigned,635,608,600,https://www.chess.com/game/live/104941220934
2024-04-06 04:59:12,1shma3l,riya123498,resigned,617,600,600,https://www.chess.com/game/live/104945771402
2024-04-06 05:06:31,riya123498,rakeshkumar222,win,608,591,600,https://www.chess.com/game/live/104945802020
2024-04-06 09:27:29,riya123498,mmmmmmmkmmmmmmmmmmmmmmm,win,616,600,600,https://www.chess.com/game/live/104946981554
2024-04-06 09:40:01,SlunceSlunce,riya123498,win,605,624,600,https://www.chess.com/game/live/104947010912
2024-04-06 09:57:05,riya123498,napfkarle,resigned,616,624,600,https://www.chess.com/game/live/104947076066
2024-04-06 12:37:27,shantshor,riya123498,checkmated,603,608,600,https://www.chess.com/game/live/104947997544
2024-04-06 12:51:08,riya123498,Piazurr,win,616,599,600,https://www.chess.com/game/live/104948049292
2024-04-06 12:58:39,riya123498,sorryimlateididntwantocom,win,624,604,600,https://www.chess.com/game/live/104948140086
2024-04-06 13:03:27,riya123498,Snowfluke,resigned,615,611,600,https://www.chess.com/game/live/104948196460
2024-04-06 17:54:43,mahdy271,riya123498,resigned,612,607,600,https://www.chess.com/game/live/104950101066
2024-04-06 18:05:12,hartekboncel,riya123498,resigned,607,599,600,https://www.chess.com/game/live/104950173628
2024-04-07 01:38:43,riya123498,ronald1234423,resigned,591,604,600,https://www.chess.com/game/live/104952667192
2024-04-07 06:25:46,Mita74,riya123498,agreed,586,591,600,https://www.chess.com/game/live/104953900546
2024-04-07 06:42:07,riya123498,BeztDontKnowChess,checkmated,583,616,600,https://www.chess.com/game/live/104953972956
2024-04-08 17:49:04,riya123498,pezzidipinguino,resigned,574,570,600,https://www.chess.com/game/live/104966035612
2024-04-10 05:41:11,pheriwinkle,riya123498,resigned,578,566,600,https://www.chess.com/game/live/104978206906
2024-04-10 15:25:08,riya123498,ooflesha,win,574,553,600,https://www.chess.com/game/live/104981637198
2024-04-11 16:02:56,ramanakrishnan,riya123498,win,564,582,600,https://www.chess.com/game/live/104990057754
2024-04-11 17:02:10,viveksharma4014,riya123498,resigned,571,574,600,https://www.chess.com/game/live/104990589682
2024-04-11 17:48:55,riya123498,pop-pop82,win,582,586,600,https://www.chess.com/game/live/104990856846
2024-04-13 16:11:21,rdvan1903,riya123498,win,551,589,600,https://www.chess.com/game/live/105006613394
2024-04-13 16:18:13,ricardodafonseca,riya123498,win,594,597,600,https://www.chess.com/game/live/105006660010
2024-04-14 07:10:49,riya123498,tamsyyy,checkmated,589,586,600,https://www.chess.com/game/live/105011219500
2024-04-14 07:28:19,riya123498,vhd2024,win,597,585,600,https://www.chess.com/game/live/105011279774
2024-04-14 11:10:06,riya123498,Nekuk010,win,605,610,600,https://www.chess.com/game/live/105012497594
2024-04-14 11:23:14,taraprasadmohapatra,riya123498,resigned,630,597,600,https://www.chess.com/game/live/105012577822
2024-04-14 15:26:12,pray88,riya123498,timeout,609,589,600,https://www.chess.com/game/live/105014027100
2024-04-14 15:34:04,riya123498,Macnic778,resigned,581,594,600,https://www.chess.com/game/live/105014158618
2024-04-15 12:22:52,Shaboogie_K,riya123498,resigned,610,574,600,https://www.chess.com/game/live/105020779582
2024-04-15 12:30:19,Mahmoud_0ssama,riya123498,win,563,582,600,https://www.chess.com/game/live/105020843946
2024-04-15 12:37:21,riya123498,Jonathan_Adsuara,checkmated,574,611,600,https://www.chess.com/game/live/105020895764
2024-04-15 13:04:44,riya123498,souravjpr1995,win,582,545,600,https://www.chess.com/game/live/105021097282
2024-04-15 13:14:33,gergelyjuhasz,riya123498,win,595,591,600,https://www.chess.com/game/live/105021134052
2024-04-15 13:24:49,Under04,riya123498,win,568,599,600,https://www.chess.com/game/live/105021210026
2024-04-15 16:57:06,Rajatshanu64,riya123498,win,598,607,600,https://www.chess.com/game/live/105022733358
2024-04-16 13:38:59,riya123498,kalyaaa4,resigned,599,633,600,https://www.chess.com/game/live/105029661008
2024-04-16 13:55:53,riya123498,MohammedChtouki,win,607,598,600,https://www.chess.com/game/live/105029841256
2024-04-17 15:41:31,riya123498,emofash,resigned,599,634,600,https://www.chess.com/game/live/107034985366
2024-04-17 15:58:08,AbdullahThu,riya123498,checkmated,628,592,600,https://www.chess.com/game/live/107035107388
2024-04-17 16:07:34,riya123498,JewGall12345,win,600,598,600,https://www.chess.com/game/live/107035296888
2024-04-17 16:24:53,riya123498,n_nie,win,608,574,600,https://www.chess.com/game/live/107035353026
2024-04-18 15:37:44,patrickana,riya123498,win,598,616,600,https://www.chess.com/game/live/107043325228
2024-04-18 15:56:03,Beppe1945,riya123498,timeout,731,608,600,https://www.chess.com/game/live/107043453946
2024-04-18 17:31:53,riya123498,FuddiMaarLunga,win,616,599,600,https://www.chess.com/game/live/107044246994
2024-04-18 17:34:29,aliieren,riya123498,win,603,624,600,https://www.chess.com/game/live/107044337968
2024-04-19 07:47:54,riya123498,Tanger48,win,632,611,600,https://www.chess.com/game/live/107048765030
2024-04-19 07:53:07,foxifi55,riya123498,win,625,640,600,https://www.chess.com/game/live/107048819444
2024-04-19 08:11:45,riya123498,Tastyfrom12-6,timeout,632,709,600,https://www.chess.com/game/live/107048845036
2024-04-19 10:21:56,riya123498,cummer340,win,640,611,600,https://www.chess.com/game/live/107049564212
2024-04-19 10:32:29,riya123498,p1t2r3ck,win,648,648,600,https://www.chess.com/game/live/107049680904
2024-04-19 10:41:19,Stobesy,riya123498,win,638,656,600,https://www.chess.com/game/live/107049745758
2024-04-19 10:54:51,ferand0,riya123498,checkmated,665,648,600,https://www.chess.com/game/live/107049816566
2024-04-19 14:28:29,Johanjobin,riya123498,win,650,656,600,https://www.chess.com/game/live/107051322270
2024-04-19 18:01:40,riya123498,jpaulson12,resigned,648,672,600,https://www.chess.com/game/live/107053006110
2024-04-20 17:18:00,priyalorha,riya123498,win,635,656,600,https://www.chess.com/game/live/107060921862
2024-04-20 17:32:24,riya123498,Azkord09Blaze,checkmated,648,685,600,https://www.chess.com/game/live/107061097798
2024-04-20 17:34:45,mohsengh78,riya123498,win,644,656,600,https://www.chess.com/game/live/107061125900
2024-04-20 19:04:42,satoshiclad,riya123498,timeout,661,648,600,https://www.chess.com/game/live/107061658738
2024-04-21 06:33:06,riya123498,Gcudu127,resigned,640,645,600,https://www.chess.com/game/live/107064984668
2024-04-21 08:40:22,anik_deve,riya123498,win,582,648,600,https://www.chess.com/game/live/107065604940
2024-04-21 13:38:48,riya123498,fayutas,timeout,640,779,600,https://www.chess.com/game/live/107067362412
2024-04-21 13:48:14,riya123498,keseller7,win,648,625,600,https://www.chess.com/game/live/107067486580
2024-04-21 15:47:39,haolsin,riya123498,win,613,656,600,https://www.chess.com/game/live/107068301700
2024-04-21 15:56:05,riya123498,turtle-egg-67,win,664,629,600,https://www.chess.com/game/live/107068430296
2024-04-21 16:10:33,riya123498,shivammurwariya,checkmated,653,547,600,https://www.chess.com/game/live/107454207753
2024-04-21 16:29:03,shivammurwariya,riya123498,agreed,549,651,600,https://www.chess.com/game/live/107454816567
2024-04-21 16:31:31,riya123498,shivammurwariya,abandoned,641,559,600,https://www.chess.com/game/live/107455993481
2024-04-21 18:08:59,riya123498,rajjjjj22,win,649,653,600,https://www.chess.com/game/live/107069329942
2024-04-21 18:32:17,Pas_man,riya123498,win,647,657,600,https://www.chess.com/game/live/107069519562
2024-04-22 16:58:57,SirRoxu,riya123498,win,639,665,600,https://www.chess.com/game/live/107077166898
2024-04-22 17:35:30,alexisRochette,riya123498,resigned,684,657,600,https://www.chess.com/game/live/107077420818
2024-04-22 17:51:54,Jeremiahsaintamour,riya123498,win,643,665,600,https://www.chess.com/game/live/107077528448
2024-04-23 05:58:33,riya123498,Samit69,win,673,658,600,https://www.chess.com/game/live/107081480704
2024-04-23 14:16:45,riya123498,Sp3ncerc,win,681,670,600,https://www.chess.com/game/live/107084617868
2024-04-23 14:24:08,riya123498,AashishDhawan,win,689,687,600,https://www.chess.com/game/live/107084643968
2024-04-23 15:45:31,Tito-1984,riya123498,resigned,678,681,600,https://www.chess.com/game/live/107085306558
2024-04-24 08:55:00,riya123498,AZ00700,resigned,673,692,600,https://www.chess.com/game/live/107091184356
2024-04-24 09:14:23,riya123498,Mlatis,win,681,661,600,https://www.chess.com/game/live/107091205930
2024-04-24 18:59:45,arhammunir92,riya123498,resigned,670,673,600,https://www.chess.com/game/live/107095609636
2024-04-24 19:12:09,Evacaqq,riya123498,resigned,664,665,600,https://www.chess.com/game/live/107095671352
2024-04-24 19:18:34,riya123498,Akshay_Koyili,win,673,658,600,https://www.chess.com/game/live/107095764300
2024-04-24 19:38:51,dca87,riya123498,win,647,681,600,https://www.chess.com/game/live/107095818632
2024-04-25 16:34:17,dogedox69,riya123498,resigned,686,673,600,https://www.chess.com/game/live/107103157646
2024-04-26 15:59:11,riya123498,Magicharrie,win,682,688,600,https://www.chess.com/game/live/107111700660
2024-04-27 16:28:22,KAI25531GM,riya123498,resigned,698,674,600,https://www.chess.com/game/live/107120522004
2024-04-27 16:38:09,riya123498,peeyush123pandey,win,682,674,600,https://www.chess.com/game/live/107120583936
2024-04-27 16:51:07,vacic0,riya123498,win,691,690,600,https://www.chess.com/game/live/107120667590
2024-04-28 10:40:16,riya123498,geodude977,win,698,684,600,https://www.chess.com/game/live/107126522868
2024-04-28 10:51:04,online131,riya123498,win,682,706,600,https://www.chess.com/game/live/107126580076
2024-04-28 16:02:04,riya123498,Tomeatscheese,timeout,208,319,120+1,https://www.chess.com/game/live/108058833861
2024-04-29 07:31:46,riya123498,sumit1099,win,710,331,600,https://www.chess.com/game/live/108114611717
2024-04-29 07:37:08,FeMacD82,riya123498,win,705,718,600,https://www.chess.com/game/live/108115173255
2024-04-29 07:38:43,sumit1099,riya123498,win,294,721,600,https://www.chess.com/game/live/108115209695
2024-04-29 07:51:36,riya123498,shivammurwariya,win,725,539,600,https://www.chess.com/game/live/108115264661
2024-04-29 08:03:14,shivammurwariya,riya123498,win,535,729,600,https://www.chess.com/game/live/108116396199
2024-04-30 12:03:01,kitmarty,riya123498,win,708,737,600,https://www.chess.com/game/live/108217169599
2024-04-30 12:24:38,riya123498,shivammurwariya,checkmated,725,552,600,https://www.chess.com/game/live/108217789611
2024-04-30 12:32:05,shivammurwariya,riya123498,win,548,729,600,https://www.chess.com/game/live/108218994631
2024-05-01 03:31:33,riya123498,prajikerala,resigned,720,716,600,https://www.chess.com/game/live/108272435107
2024-05-01 05:26:25,riya123498,Madhavni9e,checkmated,713,767,600,https://www.chess.com/game/live/108279578583
2024-05-01 05:34:34,KingKush240,riya123498,win,709,721,600,https://www.chess.com/game/live/108280198451
2024-05-01 17:26:39,riya123498,sonechkatop,checkmated,712,672,600,https://www.chess.com/game/live/108322864705
2024-05-01 17:28:25,riya123498,DEFENDERLR67,win,721,727,600,https://www.chess.com/game/live/108323440367
2024-05-03 07:43:02,riya123498,EliK03,win,729,712,600,https://www.chess.com/game/live/108460237057
2024-05-03 07:56:41,sociopath09,riya123498,win,765,738,600,https://www.chess.com/game/live/108461378033
2024-05-03 08:57:17,Palucheur,riya123498,win,706,745,600,https://www.chess.com/game/live/108464964067
2024-05-03 15:11:11,riya123498,shivammurwariya,win,749,559,600,https://www.chess.com/game/live/108487287531
2024-05-04 12:54:04,riya123498,Behnam_jomong,win,756,695,600,https://www.chess.com/game/live/108565268043
2024-05-04 14:42:21,riya123498,henish619,win,764,727,600,https://www.chess.com/game/live/108572471019
2024-05-04 14:58:26,Xavior_shi,riya123498,timeout,785,756,600,https://www.chess.com/game/live/108572539631
2024-05-04 15:16:31,shivammurwariya,riya123498,win,534,760,600,https://www.chess.com/game/live/108573674147
2024-05-04 16:32:12,mohammad137889,riya123498,checkmated,767,752,600,https://www.chess.com/game/live/108578955489
2024-05-04 16:51:19,riya123498,blorgo917,win,760,726,600,https://www.chess.com/game/live/108579615671
2024-05-05 05:53:58,parovoz23,riya123498,checkmated,751,752,600,https://www.chess.com/game/live/108626978751
2024-05-05 06:01:11,riya123498,Rajib8426,resigned,744,760,600,https://www.chess.com/game/live/108627570329
2024-05-05 06:17:35,diyeson,riya123498,resigned,802,737,600,https://www.chess.com/game/live/108628221539
2024-05-05 06:31:05,riya123498,BluePandaBear1234,resigned,729,765,600,https://www.chess.com/game/live/108628829873
2024-05-05 06:46:52,JuandeToledo,riya123498,resigned,726,721,600,https://www.chess.com/game/live/108630010519
2024-05-05 10:01:11,riya123498,Alex0968,win,729,705,600,https://www.chess.com/game/live/108642013033
2024-05-05 10:07:57,kt_e8_1,riya123498,win,758,738,600,https://www.chess.com/game/live/108642082557
2024-05-07 12:21:54,riya123498,div369,win,746,725,600,https://www.chess.com/game/live/108822597847
2024-05-07 12:26:03,khizmetov,riya123498,resigned,746,738,600,https://www.chess.com/game/live/108823323901
2024-05-09 11:49:37,riya123498,Azarkujur57,win,741,339,600,https://www.chess.com/game/live/108994248447
2024-05-09 11:54:31,Azarkujur57,riya123498,win,303,743,600,https://www.chess.com/game/live/108994260663
2024-05-09 11:55:48,riya123498,Azarkujur57,win,745,278,600,https://www.chess.com/game/live/108994785861
2024-05-09 15:28:18,lologa,riya123498,resigned,744,737,600,https://www.chess.com/game/live/107228336626
2024-05-10 08:21:24,riya123498,hammadahmadmian8888,win,745,713,600,https://www.chess.com/game/live/107236167752
2024-05-10 08:36:04,drhassanain,riya123498,win,739,753,600,https://www.chess.com/game/live/107236261418
2024-05-11 16:04:55,riya123498,PAOTE1,win,761,741,600,https://www.chess.com/game/live/107251870396
2024-05-12 17:08:09,riya123498,shivammurwariya,resigned,749,572,600,https://www.chess.com/game/live/109271532223
2024-05-13 12:19:53,riya123498,shivammurwariya,timeout,737,583,600,https://www.chess.com/game/live/109340512009
2024-05-13 12:30:38,shivammurwariya,riya123498,win,578,742,600,https://www.chess.com/game/live/109341688197
2024-05-14 11:10:55,riya123498,shivammurwariya,win,656,510,1/259200,https://www.chess.com/game/daily/656371839
2024-05-14 14:02:31,EdvardSardaryan,riya123498,win,730,750,600,https://www.chess.com/game/live/107285351410
2024-05-16 14:17:18,riya123498,sergey_fisher,win,758,734,600,https://www.chess.com/game/live/109607490747
2024-05-16 14:29:04,imshivamkr,riya123498,resigned,761,750,600,https://www.chess.com/game/live/107309555734
2024-05-16 14:39:31,riya123498,juanpv3,win,758,741,600,https://www.chess.com/game/live/107309669534
2024-05-16 14:56:09,riya123498,Vandelour,checkmated,750,781,600,https://www.chess.com/game/live/107309816040
2024-05-17 15:07:34,FatmaVegan34,riya123498,win,719,757,600,https://www.chess.com/game/live/107322255888
2024-05-17 15:59:01,LearningSamu,riya123498,resigned,744,748,600,https://www.chess.com/game/live/107322874024
2024-05-18 04:47:30,riya123498,IvanMendezC,win,757,760,600,https://www.chess.com/game/live/107328945284
2024-05-18 05:01:43,riya123498,Ecllypse,resigned,749,783,600,https://www.chess.com/game/live/107328971606
2024-05-18 05:08:54,MihirPatel1787,riya123498,resigned,740,740,600,https://www.chess.com/game/live/107329063470
2024-05-18 05:30:01,sidskywalker99,riya123498,resigned,742,732,600,https://www.chess.com/game/live/107329173676
2024-05-20 16:43:05,riya123498,sezginsuray,resigned,723,719,600,https://www.chess.com/game/live/107357388404
2024-05-21 05:23:01,kirkwargo01,riya123498,win,734,731,600,https://www.chess.com/game/live/107363410682
2024-05-21 05:29:58,pellif,riya123498,resigned,722,723,600,https://www.chess.com/game/live/107363483064
2024-05-21 09:19:57,shivammurwariya,riya123498,win,521,727,600,https://www.chess.com/game/live/110021461989
2024-05-21 14:17:59,riya123498,UsamaU592,win,736,741,600,https://www.chess.com/game/live/107368886966
2024-05-21 14:26:15,michael05chung,riya123498,win,709,744,600,https://www.chess.com/game/live/107369009768
2024-05-21 14:45:53,riya123498,shivammurwariya,win,747,518,600,https://www.chess.com/game/live/110040650921
2024-05-21 14:55:02,shivammurwariya,riya123498,checkmated,531,734,600,https://www.chess.com/game/live/110041848169
2024-05-21 15:10:43,riya123498,shivammurwariya,win,738,527,600,https://www.chess.com/game/live/110042433999
2024-05-22 06:34:34,riya123498,AKDMOH,win,746,735,600,https://www.chess.com/game/live/107379954058
2024-05-22 07:34:51,riya123498,MING0404,stalemate,746,730,600,https://www.chess.com/game/live/107380506962
2024-05-22 07:46:29,shivammurwariya,riya123498,win,539,750,600,https://www.chess.com/game/live/110102425185
2024-05-22 13:52:50,rodedrepnuyos,riya123498,timeout,752,742,600,https://www.chess.com/game/live/107384919016
2024-05-22 14:03:16,riya123498,AzmanMakmor,checkmated,734,744,600,https://www.chess.com/game/live/107385201922
2024-05-22 14:24:48,riya123498,mohameddd069,checkmated,727,764,600,https://www.chess.com/game/live/107385386974
2024-05-22 15:51:35,riya123498,Roi_des_Chats,win,735,719,600,https://www.chess.com/game/live/107386699064
2024-05-23 16:27:34,Fargo1683,riya123498,win,705,742,600,https://www.chess.com/game/live/107403768214
2024-05-23 16:43:34,riya123498,minz_ayush,win,751,593,600,https://www.chess.com/game/live/110220675637
2024-05-23 16:50:14,minz_ayush,riya123498,win,521,756,600,https://www.chess.com/game/live/110221823661
2024-05-24 11:47:05,riccardofirst,riya123498,win,768,764,600,https://www.chess.com/game/live/107415996556
2024-05-24 16:02:23,shivammurwariya,riya123498,win,504,767,600,https://www.chess.com/game/live/110304759663
2024-05-25 04:55:05,jake_kaardal,riya123498,win,766,775,600,https://www.chess.com/game/live/107427969594
2024-05-25 05:11:37,riya123498,Tanmoy1971g,win,783,758,600,https://www.chess.com/game/live/107427981488
2024-05-25 11:46:34,riya123498,minz_ayush,win,787,483,600,https://www.chess.com/game/live/110375508697
2024-05-26 14:10:17,DelicateBrain,riya123498,win,776,795,600,https://www.chess.com/game/live/107449069064
2024-05-26 15:35:00,riya123498,raymundo1234,win,803,778,600,https://www.chess.com/game/live/107450304838
2024-05-26 16:56:39,minz_ayush,riya123498,win,458,806,600,https://www.chess.com/game/live/110481093323
2024-05-26 17:15:59,minz_ayush,riya123498,win,438,808,600,https://www.chess.com/game/live/110481720021
2024-05-28 14:13:44,riya123498,khwhite0901,win,816,785,600,https://www.chess.com/game/live/107481132052
2024-05-28 16:02:18,riya123498,shivammurwariya,win,819,533,600,https://www.chess.com/game/live/110650332021
2024-05-28 16:12:33,shivammurwariya,riya123498,checkmated,546,806,600,https://www.chess.com/game/live/110651002987
2024-05-28 16:16:10,shivammurwariya,riya123498,win,543,809,600,https://www.chess.com/game/live/110651590327
2024-05-28 16:23:17,riya123498,shivammurwariya,checkmated,796,556,600,https://www.chess.com/game/live/110652096345
2024-05-28 16:43:48,shivammurwariya,riya123498,timeout,569,783,600,https://www.chess.com/game/live/110652195021
2024-05-28 17:02:44,riya123498,shivammurwariya,checkmated,771,581,600,https://www.chess.com/game/live/110653403439
2024-05-28 17:09:33,shivammurwariya,riya123498,win,577,775,600,https://www.chess.com/game/live/110654589729
2024-05-28 17:29:52,riya123498,shivammurwariya,repetition,771,581,600,https://www.chess.com/game/live/110655161691
2024-05-28 17:38:46,shivammurwariya,riya123498,win,577,775,600,https://www.chess.com/game/live/110656348615
2024-05-29 09:43:51,riya123498,grandmasterbigA,win,783,754,600,https://www.chess.com/game/live/107494156470
2024-05-29 11:25:27,Beroooz,riya123498,win,747,790,600,https://www.chess.com/game/live/110720496141
2024-05-29 17:04:47,ManoFrank,riya123498,win,772,798,600,https://www.chess.com/game/live/107499962768
2024-05-29 17:19:44,shivammurwariya,riya123498,checkmated,589,786,600,https://www.chess.com/game/live/110741509499
2024-05-29 17:26:29,riya123498,shivammurwariya,win,790,585,600,https://www.chess.com/game/live/110742144931
2024-05-29 17:59:10,riya123498,shivammurwariya,win,794,581,600,https://www.chess.com/game/live/110743359497
2024-05-29 18:18:12,shivammurwariya,riya123498,timeout,593,782,600,https://www.chess.com/game/live/110744538985
2024-05-29 18:31:29,riya123498,shivammurwariya,win,786,589,600,https://www.chess.com/game/live/110745742451
2024-05-30 06:40:14,riya123498,nzsnail,win,794,767,600,https://www.chess.com/game/live/107508569528
2024-05-30 12:58:30,riya123498,HEMANTH66666666,win,802,786,600,https://www.chess.com/game/live/107512863792
2024-05-30 13:08:27,riya123498,stallion0474,resigned,794,808,600,https://www.chess.com/game/live/107513031040
2024-05-30 13:36:01,Austyn05,riya123498,win,797,802,600,https://www.chess.com/game/live/107513286226
2024-05-30 16:03:38,riya123498,shivammurwariya,win,806,585,600,https://www.chess.com/game/live/110823138077
2024-05-31 07:24:09,sasesisuso,riya123498,win,794,814,600,https://www.chess.com/game/live/107525299970
2024-06-01 13:54:30,shivammurwariya,riya123498,checkmated,582,801,600,https://www.chess.com/game/live/110988086537
2024-06-01 14:02:42,riya123498,shivammurwariya,agreed,797,586,600,https://www.chess.com/game/live/110989220637
2024-06-01 14:10:22,shivammurwariya,riya123498,win,582,801,600,https://www.chess.com/game/live/110989321537
2024-06-01 17:05:05,shivammurwariya,riya123498,timeout,602,789,600,https://www.chess.com/game/live/110999435375
2024-06-01 17:17:30,snakedoc31,riya123498,checkmated,804,781,600,https://www.chess.com/game/live/107548753776
2024-06-01 17:24:54,riya123498,OmarElshora,resigned,773,768,600,https://www.chess.com/game/live/107548902994
2024-06-01 17:33:51,bjani1971,riya123498,resigned,783,765,600,https://www.chess.com/game/live/107549055836
2024-06-03 10:18:04,aroneo3,riya123498,resigned,752,757,600,https://www.chess.com/game/live/107574347734
2024-06-03 10:23:07,riya123498,BereMand,resigned,749,770,600,https://www.chess.com/game/live/107574404412
2024-06-03 10:33:27,riya123498,T_Kips10001111,win,757,725,600,https://www.chess.com/game/live/107574497254
2024-06-10 12:26:22,TheatreBeast,riya123498,win,755,765,600,https://www.chess.com/game/live/107688762036
2024-06-10 18:41:26,riya123498,weston_taylor,timeout,757,771,600,https://www.chess.com/game/live/107694249690
2024-06-10 19:01:53,riya123498,shivammurwariya,win,761,580,600,https://www.chess.com/game/live/111783808045
2024-06-11 16:22:15,77Divyanshu77,riya123498,timeout,778,753,600,https://www.chess.com/game/live/107708870416
2024-06-13 07:44:15,Dojan_ZTS,riya123498,win,759,761,600,https://www.chess.com/game/live/107735517008
2024-06-15 16:14:41,riya123498,JayahariKM,timeout,753,761,600,https://www.chess.com/game/live/107774531846
2024-06-15 16:40:46,riya123498,ChessRajuCharlie,win,761,758,600,https://www.chess.com/game/live/107775020182
2024-06-15 16:49:42,AhmedSamy1951,riya123498,checkmated,764,753,600,https://www.chess.com/game/live/107775101074
2024-06-16 16:52:35,ZanManKabam,riya123498,win,745,761,600,https://www.chess.com/game/live/107790976516
2024-06-16 17:11:30,riya123498,snexsay7,timeout,747,485,600,https://www.chess.com/game/live/112296033401
2024-06-17 10:07:22,riya123498,JohnyDaBranson,checkmated,739,770,600,https://www.chess.com/game/live/107801577666
2024-06-17 10:13:32,riya123498,Noak-Manuel,win,747,716,600,https://www.chess.com/game/live/107801732726
2024-06-17 10:20:26,hunt3rchess,riya123498,win,741,755,600,https://www.chess.com/game/live/107801803816
2024-06-17 10:31:10,riya123498,hunt3rchess,win,763,733,600,https://www.chess.com/game/live/107801887346
2024-06-17 10:54:19,hamed236,riya123498,win,777,772,600,https://www.chess.com/game/live/107802107442
2024-06-17 16:26:39,riya123498,davideimpagnatiello,win,780,768,600,https://www.chess.com/game/live/107806745426
2024-06-18 06:43:17,vivekvikrambeta,riya123498,resigned,796,772,600,https://www.chess.com/game/live/107816153162
2024-06-18 06:53:21,riya123498,duke826,win,780,778,600,https://www.chess.com/game/live/107816192352
2024-06-18 08:35:22,GothamSubscriber267,riya123498,resigned,800,772,600,https://www.chess.com/game/live/107817176494
2024-06-18 16:14:12,nishant204,riya123498,win,832,782,600,https://www.chess.com/game/live/112465798367
2024-06-19 17:13:14,snexsay7,riya123498,win,1200,656,1/259200,https://www.chess.com/game/daily/668871101
2024-06-20 13:51:24,nishant204,riya123498,win,854,792,600,https://www.chess.com/game/live/112629596887
2024-06-22 08:36:04,painhub17,riya123498,resigned,783,784,600,https://www.chess.com/game/live/107882154694
2024-06-22 08:43:11,riya123498,Thando008,win,792,761,600,https://www.chess.com/game/live/107882297744
2024-06-23 09:41:24,riya123498,HellDust135,win,799,740,600,https://www.chess.com/game/live/112874415111
2024-06-23 09:49:41,riya123498,BulgakovaGalia,win,808,840,600,https://www.chess.com/game/live/112874436299
2024-06-23 09:57:57,Baltazarbal1,riya123498,win,819,816,600,https://www.chess.com/game/live/112875030231
2024-06-23 10:06:08,riya123498,Merxeeceekee,resigned,808,812,600,https://www.chess.com/game/live/112875615175
